time,cpu,gc,size,used,classes,classes_shared,live,daemon
"18:54:08.014, 15 maj 2023","16,0","0,0","136 314 880","92 662 840","13 941","0","40","36"
"18:54:09.016, 15 maj 2023","13,8","0,0","136 314 880","93 103 152","13 941","0","40","36"
"18:54:10.017, 15 maj 2023","14,2","0,0","136 314 880","95 544 416","13 941","0","40","36"
"18:54:11.019, 15 maj 2023","14,9","0,0","136 314 880","95 889 368","13 941","0","40","36"
"18:54:12.019, 15 maj 2023","14,0","0,0","136 314 880","102 315 240","13 941","0","40","36"
"18:54:13.020, 15 maj 2023","15,6","0,0","136 314 880","81 678 680","13 941","0","40","36"
"18:54:14.020, 15 maj 2023","13,8","0,0","136 314 880","90 300 968","13 941","0","40","36"
"18:54:15.021, 15 maj 2023","14,2","0,0","136 314 880","102 940 872","13 941","0","40","36"
"18:54:16.022, 15 maj 2023","15,4","0,0","136 314 880","88 752 816","13 941","0","40","36"
"18:54:17.022, 15 maj 2023","14,1","0,0","136 314 880","101 274 616","13 941","0","40","36"
"18:54:18.024, 15 maj 2023","15,4","0,0","136 314 880","86 894 536","13 941","0","40","36"
"18:54:19.026, 15 maj 2023","14,2","0,0","136 314 880","99 633 944","13 941","0","40","36"
"18:54:20.026, 15 maj 2023","14,2","0,0","136 314 880","108 308 008","13 941","0","40","36"
"18:54:21.027, 15 maj 2023","15,6","0,0","136 314 880","94 014 248","13 941","0","40","36"
"18:54:22.027, 15 maj 2023","14,3","0,0","136 314 880","102 494 656","13 941","0","40","36"
"18:54:23.029, 15 maj 2023","15,6","0,0","136 314 880","90 068 456","13 941","0","40","36"
"18:54:24.029, 15 maj 2023","14,7","0,0","136 314 880","107 076 592","13 941","0","40","36"
"18:54:25.030, 15 maj 2023","14,6","0,0","136 314 880","98 907 144","13 941","0","40","36"
"18:54:26.030, 15 maj 2023","15,1","0,0","136 314 880","88 669 800","13 941","0","40","36"
"18:54:27.031, 15 maj 2023","14,4","0,0","136 314 880","107 690 344","13 941","0","40","36"
"18:54:28.031, 15 maj 2023","15,0","0,0","136 314 880","97 520 856","13 941","0","40","36"
"18:54:29.032, 15 maj 2023","14,1","0,0","136 314 880","89 507 736","13 941","0","40","36"
"18:54:30.032, 15 maj 2023","14,3","0,0","136 314 880","106 399 528","13 941","0","40","36"
"18:54:31.032, 15 maj 2023","15,6","0,0","136 314 880","98 345 232","13 941","0","40","36"
