"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"01:20:01.528, 21 kwi 2023","5,1","0,0","350 224 384","267 438 840","10 189","0","33","23"
"01:20:11.529, 21 kwi 2023","5,0","0,0","350 224 384","254 989 304","10 189","0","33","23"
"01:20:21.530, 21 kwi 2023","5,0","0,0","350 224 384","240 797 944","10 189","0","33","23"
"01:20:31.531, 21 kwi 2023","4,9","0,0","350 224 384","221 954 040","10 189","0","33","23"
"01:20:41.531, 21 kwi 2023","5,0","0,0","350 224 384","301 832 952","10 189","0","32","22"
"01:20:51.532, 21 kwi 2023","5,0","0,0","350 224 384","280 928 344","10 189","0","32","22"
"01:21:01.534, 21 kwi 2023","5,0","0,0","350 224 384","266 531 784","10 189","0","32","22"
"01:21:11.535, 21 kwi 2023","4,9","0,0","350 224 384","250 252 584","10 189","0","33","23"
"01:21:21.536, 21 kwi 2023","5,0","0,0","350 224 384","238 005 080","10 189","0","33","23"
"01:21:31.537, 21 kwi 2023","4,9","0,0","350 224 384","301 037 712","10 189","0","33","23"
"01:21:41.538, 21 kwi 2023","5,0","0,0","350 224 384","299 510 112","10 189","0","34","24"
"01:21:51.540, 21 kwi 2023","5,0","0,0","350 224 384","291 299 440","10 189","0","34","24"
"01:22:01.540, 21 kwi 2023","5,0","0,0","350 224 384","283 225 736","10 189","0","34","24"
"01:22:11.541, 21 kwi 2023","5,0","0,0","350 224 384","280 988 408","10 189","0","33","23"
"01:22:21.541, 21 kwi 2023","5,0","0,0","350 224 384","276 762 512","10 189","0","33","23"
"01:22:31.542, 21 kwi 2023","5,1","0,0","350 224 384","276 904 904","10 189","0","32","22"
"01:22:41.542, 21 kwi 2023","5,1","0,0","350 224 384","285 016 440","10 189","0","37","27"
"01:22:51.542, 21 kwi 2023","5,1","0,0","350 224 384","226 844 072","10 189","0","37","27"
"01:23:01.544, 21 kwi 2023","5,0","0,0","350 224 384","250 091 816","10 189","0","37","27"
"01:23:11.546, 21 kwi 2023","4,9","0,0","350 224 384","249 792 568","10 189","0","32","22"
"01:23:21.546, 21 kwi 2023","5,0","0,0","350 224 384","262 676 760","10 189","0","33","23"
"01:23:31.546, 21 kwi 2023","5,0","0,0","350 224 384","267 212 888","10 189","0","33","23"
"01:23:41.546, 21 kwi 2023","4,9","0,0","350 224 384","265 347 464","10 189","0","33","23"
"01:23:51.546, 21 kwi 2023","5,0","0,0","350 224 384","267 421 056","10 189","0","32","22"
"01:24:01.547, 21 kwi 2023","5,0","0,0","350 224 384","278 206 200","10 189","0","32","22"
"01:24:11.548, 21 kwi 2023","5,1","0,0","350 224 384","289 517 528","10 189","0","35","25"
"01:24:21.548, 21 kwi 2023","5,0","0,0","350 224 384","231 496 824","10 189","0","35","25"
"01:24:31.549, 21 kwi 2023","4,9","0,0","350 224 384","225 370 168","10 189","0","35","25"
"01:24:41.551, 21 kwi 2023","5,1","0,0","350 224 384","252 562 432","10 189","0","32","22"
"01:24:51.553, 21 kwi 2023","5,0","0,0","350 224 384","258 915 784","10 189","0","33","23"
"01:25:01.553, 21 kwi 2023","4,9","0,0","350 224 384","265 469 432","10 189","0","33","23"
"01:25:11.554, 21 kwi 2023","5,0","0,0","350 224 384","280 601 864","10 189","0","33","23"
"01:25:21.555, 21 kwi 2023","5,0","0,0","350 224 384","293 267 320","10 189","0","32","22"
"01:25:31.556, 21 kwi 2023","5,0","0,0","350 224 384","226 285 344","10 189","0","32","22"
"01:25:41.557, 21 kwi 2023","5,0","0,0","350 224 384","251 761 512","10 189","0","32","22"
"01:25:51.557, 21 kwi 2023","5,0","0,0","350 224 384","272 877 680","10 189","0","32","22"
"01:26:01.558, 21 kwi 2023","5,0","0,0","350 224 384","302 318 296","10 189","0","32","22"
"01:26:11.558, 21 kwi 2023","5,0","0,0","350 224 384","247 795 328","10 189","0","32","22"
"01:26:21.559, 21 kwi 2023","5,0","0,0","350 224 384","262 835 640","10 189","0","33","23"
"01:26:31.559, 21 kwi 2023","5,0","0,0","350 224 384","277 819 256","10 189","0","33","23"
"01:26:41.560, 21 kwi 2023","5,0","0,0","350 224 384","301 024 120","10 189","0","33","23"
"01:26:51.560, 21 kwi 2023","5,0","0,0","350 224 384","243 036 320","10 189","0","33","23"
"01:27:01.562, 21 kwi 2023","5,0","0,0","350 224 384","264 062 840","10 189","0","33","23"
"01:27:11.562, 21 kwi 2023","5,2","0,0","350 224 384","256 258 808","10 189","0","76","66"
"01:27:21.563, 21 kwi 2023","5,0","0,0","350 224 384","277 845 496","10 189","0","76","66"
"01:27:31.563, 21 kwi 2023","5,0","0,0","350 224 384","289 614 008","10 189","0","76","66"
"01:27:41.563, 21 kwi 2023","5,1","0,0","350 224 384","239 535 520","10 189","0","33","23"
"01:27:51.564, 21 kwi 2023","5,1","0,0","350 224 384","250 802 520","10 189","0","34","24"
"01:28:01.564, 21 kwi 2023","5,1","0,0","350 224 384","278 371 264","10 189","0","41","31"
"01:28:11.566, 21 kwi 2023","5,0","0,0","350 224 384","249 777 016","10 189","0","41","31"
"01:28:21.567, 21 kwi 2023","5,0","0,0","350 224 384","283 849 168","10 189","0","41","31"
"01:28:31.567, 21 kwi 2023","5,1","0,0","350 224 384","261 071 416","10 189","0","33","23"
"01:28:41.568, 21 kwi 2023","5,0","0,0","350 224 384","282 315 320","10 189","0","33","23"
"01:28:51.568, 21 kwi 2023","5,1","0,0","350 224 384","261 692 664","10 189","0","32","22"
"01:29:01.570, 21 kwi 2023","5,1","0,0","350 224 384","295 477 664","10 189","0","32","22"
"01:29:11.571, 21 kwi 2023","5,0","0,0","350 224 384","262 045 128","10 189","0","32","22"
"01:29:21.571, 21 kwi 2023","5,0","0,0","350 224 384","297 791 512","10 189","0","32","22"
"01:29:31.573, 21 kwi 2023","5,0","0,0","350 224 384","270 865 568","10 189","0","32","22"
"01:29:41.574, 21 kwi 2023","5,0","0,0","350 224 384","296 315 120","10 189","0","32","22"
"01:29:51.574, 21 kwi 2023","5,0","0,0","350 224 384","269 152 888","10 189","0","32","22"
"01:30:01.575, 21 kwi 2023","5,0","0,0","350 224 384","301 778 936","10 189","0","37","27"
"01:30:11.576, 21 kwi 2023","5,0","0,0","350 224 384","288 491 984","10 189","0","37","27"
"01:30:21.576, 21 kwi 2023","5,1","0,0","350 224 384","299 897 904","10 189","0","37","27"
"01:30:31.577, 21 kwi 2023","5,0","0,0","350 224 384","300 516 536","10 189","0","33","23"
"01:30:41.578, 21 kwi 2023","5,0","0,0","350 224 384","296 657 256","10 189","0","33","23"
"01:30:51.579, 21 kwi 2023","5,0","0,0","350 224 384","299 314 496","10 189","0","33","23"
"01:31:01.580, 21 kwi 2023","5,0","0,0","350 224 384","299 485 784","10 189","0","32","22"
"01:31:11.580, 21 kwi 2023","5,0","0,0","350 224 384","264 406 464","10 189","0","33","23"
"01:31:21.582, 21 kwi 2023","5,0","0,0","350 224 384","277 197 528","10 189","0","33","23"
"01:31:31.582, 21 kwi 2023","5,0","0,0","350 224 384","290 328 240","10 189","0","33","23"
"01:31:41.583, 21 kwi 2023","5,0","0,0","350 224 384","300 920 824","10 189","0","32","22"
"01:31:51.585, 21 kwi 2023","5,0","0,0","350 224 384","265 871 000","10 189","0","33","23"
"01:32:01.585, 21 kwi 2023","5,0","0,0","350 224 384","285 339 144","10 189","0","33","23"
"01:32:11.586, 21 kwi 2023","5,1","0,0","350 224 384","271 966 968","10 189","0","37","27"
"01:32:21.587, 21 kwi 2023","5,2","0,0","350 224 384","271 432 312","10 189","0","37","27"
"01:32:31.587, 21 kwi 2023","5,1","0,0","350 224 384","282 616 760","10 189","0","37","27"
"01:32:41.589, 21 kwi 2023","5,0","0,0","350 224 384","276 596 408","10 189","0","33","23"
"01:32:51.589, 21 kwi 2023","5,0","0,0","350 224 384","281 325 464","10 189","0","32","22"
"01:33:01.591, 21 kwi 2023","5,1","0,0","350 224 384","294 348 824","10 189","0","32","22"
"01:33:11.591, 21 kwi 2023","5,1","0,0","350 224 384","296 783 744","10 189","0","32","22"
"01:33:21.592, 21 kwi 2023","5,0","0,0","350 224 384","297 212 192","10 189","0","34","24"
"01:33:31.593, 21 kwi 2023","5,1","0,0","350 224 384","271 190 664","10 189","0","34","24"
"01:33:41.594, 21 kwi 2023","5,0","0,0","350 224 384","292 856 632","10 189","0","34","24"
"01:33:51.594, 21 kwi 2023","5,1","0,0","350 224 384","279 019 064","10 189","0","34","24"
"01:34:01.595, 21 kwi 2023","5,1","0,0","350 224 384","271 235 128","10 189","0","34","24"
"01:34:11.595, 21 kwi 2023","5,1","0,0","350 224 384","269 813 440","10 189","0","33","23"
"01:34:21.597, 21 kwi 2023","5,0","0,0","350 224 384","301 650 272","10 189","0","33","23"
"01:34:31.597, 21 kwi 2023","5,1","0,0","350 224 384","268 628 168","10 189","0","33","23"
"01:34:41.598, 21 kwi 2023","5,1","0,0","350 224 384","282 099 688","10 189","0","34","24"
"01:34:51.599, 21 kwi 2023","5,1","0,0","350 224 384","289 284 904","10 189","0","34","24"
"01:35:01.600, 21 kwi 2023","5,1","0,0","350 224 384","289 967 160","10 189","0","35","25"
"01:35:11.600, 21 kwi 2023","5,1","0,0","350 224 384","278 688 376","10 189","0","35","25"
"01:35:21.602, 21 kwi 2023","5,1","0,0","350 224 384","289 830 904","10 189","0","34","24"
"01:35:31.603, 21 kwi 2023","5,1","0,0","350 224 384","301 410 184","10 189","0","33","23"
"01:35:41.603, 21 kwi 2023","5,0","0,0","350 224 384","279 147 496","10 189","0","33","23"
"01:35:51.605, 21 kwi 2023","5,1","0,0","350 224 384","301 827 408","10 189","0","36","26"
"01:36:01.605, 21 kwi 2023","5,1","0,0","350 224 384","300 653 704","10 189","0","36","26"
"01:36:11.607, 21 kwi 2023","5,1","0,0","350 224 384","295 553 496","10 189","0","36","26"
"01:36:21.608, 21 kwi 2023","5,2","0,0","350 224 384","294 709 856","10 189","0","33","23"
"01:36:31.609, 21 kwi 2023","5,2","0,0","350 224 384","285 464 360","10 189","0","32","22"
"01:36:41.610, 21 kwi 2023","5,1","0,0","350 224 384","299 418 520","10 189","0","32","22"
"01:36:51.611, 21 kwi 2023","5,2","0,0","350 224 384","290 173 944","10 189","0","32","22"
"01:37:01.611, 21 kwi 2023","5,1","0,0","350 224 384","281 042 120","10 189","0","32","22"
"01:37:11.613, 21 kwi 2023","5,1","0,0","350 224 384","298 810 920","10 189","0","32","22"
"01:37:21.613, 21 kwi 2023","5,3","0,0","350 224 384","297 858 456","10 189","0","76","66"
"01:37:31.614, 21 kwi 2023","5,3","0,0","350 224 384","297 381 896","10 189","0","76","66"
"01:37:41.614, 21 kwi 2023","5,2","0,0","350 224 384","296 946 696","10 189","0","76","66"
"01:37:51.615, 21 kwi 2023","5,2","0,0","350 224 384","302 731 672","10 189","0","33","23"
"01:38:01.615, 21 kwi 2023","5,2","0,0","350 224 384","300 288 328","10 189","0","33","23"
"01:38:11.616, 21 kwi 2023","5,2","0,0","350 224 384","308 069 816","10 189","0","33","23"
"01:38:21.618, 21 kwi 2023","5,3","0,0","350 224 384","301 508 512","10 189","0","33","23"
"01:38:31.618, 21 kwi 2023","5,2","0,0","350 224 384","313 625 240","10 189","0","33","23"
"01:38:41.618, 21 kwi 2023","5,2","0,0","350 224 384","310 962 616","10 189","0","33","23"
"01:38:51.620, 21 kwi 2023","5,3","0,0","350 224 384","308 403 296","10 189","0","32","22"
"01:39:01.622, 21 kwi 2023","5,2","0,0","350 224 384","306 797 352","10 189","0","37","27"
"01:39:11.624, 21 kwi 2023","5,2","0,0","350 224 384","308 122 872","10 189","0","37","27"
"01:39:21.625, 21 kwi 2023","5,2","0,0","350 224 384","314 062 936","10 189","0","37","27"
"01:39:31.625, 21 kwi 2023","5,2","0,0","350 224 384","317 752 176","10 189","0","32","22"
"01:39:41.625, 21 kwi 2023","5,7","0,0","524 288 000","121 017 312","10 099","0","34","24"
"01:39:51.625, 21 kwi 2023","5,0","0,0","524 288 000","147 717 136","10 099","0","34","24"
"01:40:01.625, 21 kwi 2023","4,9","0,0","524 288 000","181 963 992","10 099","0","34","24"
"01:40:11.627, 21 kwi 2023","5,0","0,0","524 288 000","213 800 616","10 099","0","36","26"
"01:40:21.628, 21 kwi 2023","4,9","0,0","524 288 000","246 232 040","10 099","0","36","26"
"01:40:31.630, 21 kwi 2023","5,0","0,0","524 288 000","290 510 752","10 099","0","36","26"
"01:40:41.630, 21 kwi 2023","4,9","0,0","524 288 000","317 852 168","10 099","0","32","22"
"01:40:51.631, 21 kwi 2023","4,9","0,0","524 288 000","345 157 984","10 099","0","32","22"
"01:41:01.632, 21 kwi 2023","5,0","0,0","524 288 000","376 284 248","10 099","0","32","22"
"01:41:11.633, 21 kwi 2023","4,9","0,0","524 288 000","403 648 360","10 099","0","32","22"
"01:41:21.634, 21 kwi 2023","5,0","0,0","524 288 000","143 785 904","10 099","0","33","23"
"01:41:31.634, 21 kwi 2023","5,0","0,0","524 288 000","189 949 280","10 099","0","33","23"
"01:41:41.635, 21 kwi 2023","4,9","0,0","524 288 000","221 432 896","10 099","0","33","23"
"01:41:51.636, 21 kwi 2023","4,9","0,0","524 288 000","257 109 072","10 099","0","32","22"
"01:42:01.637, 21 kwi 2023","4,9","0,0","524 288 000","288 800 024","10 099","0","34","24"
"01:42:11.638, 21 kwi 2023","5,0","0,0","524 288 000","326 594 456","10 099","0","34","24"
"01:42:21.639, 21 kwi 2023","4,9","0,0","524 288 000","353 946 376","10 099","0","34","24"
"01:42:31.640, 21 kwi 2023","4,9","0,0","524 288 000","383 364 808","10 099","0","32","22"
"01:42:41.640, 21 kwi 2023","4,9","0,0","524 288 000","406 193 104","10 099","0","32","22"
"01:42:51.641, 21 kwi 2023","5,0","0,0","524 288 000","139 703 392","10 099","0","32","22"
"01:43:01.643, 21 kwi 2023","4,9","0,0","524 288 000","165 280 408","10 099","0","33","23"
"01:43:11.643, 21 kwi 2023","5,0","0,0","524 288 000","196 550 296","10 099","0","33","23"
"01:43:21.644, 21 kwi 2023","5,0","0,0","524 288 000","226 126 744","10 099","0","33","23"
"01:43:31.644, 21 kwi 2023","5,0","0,0","524 288 000","255 716 784","10 099","0","35","25"
"01:43:41.645, 21 kwi 2023","4,9","0,0","524 288 000","284 157 176","10 099","0","38","28"
"01:43:51.645, 21 kwi 2023","5,0","0,0","524 288 000","326 183 616","10 099","0","38","28"
"01:44:01.647, 21 kwi 2023","4,9","0,0","524 288 000","349 659 768","10 099","0","38","28"
"01:44:11.648, 21 kwi 2023","5,3","0,0","524 288 000","394 048 952","10 108","0","38","28"
"01:44:21.650, 21 kwi 2023","5,0","0,0","524 288 000","128 379 976","10 108","0","38","28"
"01:44:31.651, 21 kwi 2023","5,0","0,0","524 288 000","151 435 136","10 108","0","38","28"
"01:44:41.651, 21 kwi 2023","5,0","0,0","524 288 000","189 024 696","10 108","0","33","23"
"01:44:51.653, 21 kwi 2023","5,0","0,0","524 288 000","218 396 184","10 108","0","33","23"
"01:45:01.653, 21 kwi 2023","5,0","0,0","524 288 000","260 033 944","10 108","0","35","25"
"01:45:11.654, 21 kwi 2023","5,0","0,0","524 288 000","306 046 976","10 108","0","35","25"
"01:45:21.655, 21 kwi 2023","5,0","0,0","524 288 000","345 899 896","10 108","0","35","25"
"01:45:31.655, 21 kwi 2023","5,0","0,0","524 288 000","379 636 320","10 108","0","33","23"
"01:45:41.656, 21 kwi 2023","4,9","0,0","524 288 000","410 995 944","10 108","0","33","23"
"01:45:51.657, 21 kwi 2023","5,0","0,0","524 288 000","132 078 272","10 108","0","32","22"
"01:46:01.658, 21 kwi 2023","5,0","0,0","524 288 000","165 887 728","10 108","0","33","23"
"01:46:11.659, 21 kwi 2023","4,9","0,0","524 288 000","188 923 560","10 108","0","34","24"
"01:46:21.660, 21 kwi 2023","4,9","0,0","524 288 000","212 193 752","10 108","0","34","24"
"01:46:31.662, 21 kwi 2023","5,0","0,0","524 288 000","249 752 984","10 108","0","34","24"
"01:46:41.663, 21 kwi 2023","4,9","0,0","524 288 000","279 241 088","10 108","0","32","23"
"01:46:51.665, 21 kwi 2023","5,0","0,0","524 288 000","316 877 696","10 108","0","33","23"
"01:47:01.666, 21 kwi 2023","5,1","0,0","524 288 000","356 684 176","10 108","0","33","23"
"01:47:11.667, 21 kwi 2023","5,0","0,0","524 288 000","394 405 496","10 108","0","33","23"
"01:47:21.669, 21 kwi 2023","5,0","0,0","524 288 000","421 745 208","10 108","0","32","22"
"01:47:31.669, 21 kwi 2023","5,1","0,0","524 288 000","140 708 336","10 108","0","32","22"
"01:47:41.670, 21 kwi 2023","5,1","0,0","524 288 000","172 083 320","10 108","0","32","22"
"01:47:51.671, 21 kwi 2023","5,0","0,0","524 288 000","203 508 864","10 108","0","32","22"
"01:48:01.672, 21 kwi 2023","5,0","0,0","524 288 000","235 132 520","10 108","0","32","22"
"01:48:11.673, 21 kwi 2023","5,0","0,0","524 288 000","264 437 440","10 108","0","32","22"
"01:48:21.673, 21 kwi 2023","5,0","0,0","524 288 000","291 552 016","10 108","0","32","22"
"01:48:31.675, 21 kwi 2023","4,9","0,0","524 288 000","321 042 552","10 108","0","33","23"
"01:48:41.676, 21 kwi 2023","4,9","0,0","524 288 000","344 385 664","10 108","0","33","23"
"01:48:51.677, 21 kwi 2023","5,1","0,0","524 288 000","401 022 360","10 108","0","76","66"
"01:49:01.679, 21 kwi 2023","5,0","0,0","524 288 000","139 458 360","10 108","0","76","66"
"01:49:11.681, 21 kwi 2023","5,0","0,0","524 288 000","174 134 584","10 108","0","76","66"
"01:49:21.681, 21 kwi 2023","5,0","0,0","524 288 000","230 820 320","10 108","0","35","25"
"01:49:31.681, 21 kwi 2023","4,9","0,0","524 288 000","261 332 984","10 108","0","32","22"
"01:49:41.681, 21 kwi 2023","4,9","0,0","524 288 000","292 649 104","10 108","0","33","23"
"01:49:51.681, 21 kwi 2023","5,0","0,0","524 288 000","328 451 064","10 108","0","33","23"
"01:50:01.682, 21 kwi 2023","5,0","0,0","524 288 000","357 587 848","10 108","0","33","23"
"01:50:11.682, 21 kwi 2023","5,0","0,0","524 288 000","399 520 216","10 108","0","33","23"
"01:50:21.684, 21 kwi 2023","5,0","0,0","524 288 000","130 747 064","10 108","0","33","23"
"01:50:31.684, 21 kwi 2023","4,9","0,0","524 288 000","166 729 696","10 108","0","32","22"
"01:50:41.684, 21 kwi 2023","4,9","0,0","524 288 000","200 216 072","10 108","0","32","22"
"01:50:51.685, 21 kwi 2023","5,0","0,0","524 288 000","231 385 208","10 108","0","32","22"
"01:51:01.687, 21 kwi 2023","4,9","0,0","524 288 000","260 735 992","10 108","0","32","22"
"01:51:11.687, 21 kwi 2023","4,9","0,0","524 288 000","294 466 440","10 108","0","32","22"
"01:51:21.688, 21 kwi 2023","5,0","0,0","524 288 000","338 344 824","10 108","0","32","22"
"01:51:31.690, 21 kwi 2023","4,9","0,0","524 288 000","371 844 640","10 108","0","33","23"
"01:51:41.690, 21 kwi 2023","5,0","0,0","524 288 000","407 783 472","10 108","0","33","23"
